ms:,1154856,data:,1,10
ms:,1154927,data:,0,81
ms:,1154945,data:,1,99
ms:,1154977,data:,0,32
ms:,1154994,data:,1,49
ms:,1155005,data:,0,60
ms:,1155051,data:,1,106
ms:,1155157,data:,0,212
ms:,1155182,data:,1,25
ms:,1155247,data:,0,90
ms:,1155268,data:,1,111
ms:,1155411,data:,0,143
ms:,1155448,data:,1,180
ms:,1155597,data:,0,329
ms:,1155604,data:,1,336
ms:,1155629,data:,0,361
ms:,1155645,data:,1,377
ms:,1155775,data:,0,507
ms:,1155832,data:,1,57
